ticket_id,title,description,summary,log_entries
cba003f8,SQL server memory pressure,SQL server memory pressure,SQL server memory pressure observed. Possible reason: Query execution plans consuming excessive memory.,[2025-09-08 16:28] DBA acknowledged the incident. || [2025-09-08 16:35] Investigated system performance counters. || [2025-09-08 16:42] Checked SQL server error logs. || [2025-09-08 16:53] Identified root cause: Query execution plans consuming excessive memory. || [2025-09-08 16:58] Applied mitigation step. || [2025-09-08 17:12] Service returned to healthy state.
85c8bd99,SQL server memory pressure,SQL server memory pressure,SQL server memory pressure observed. Possible reason: High concurrent query execution.,[2025-09-08 16:28] DBA acknowledged the incident. || [2025-09-08 16:44] Investigated system performance counters. || [2025-09-08 16:58] Checked SQL server error logs. || [2025-09-08 17:15] Identified root cause: High concurrent query execution. || [2025-09-08 17:35] Applied mitigation step. || [2025-09-08 17:48] Service returned to healthy state.
386bd483,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: More connections than expected hitting the server.,[2025-09-06 16:28] DBA acknowledged the incident. || [2025-09-06 16:38] Investigated system performance counters. || [2025-09-06 16:53] Checked SQL server error logs. || [2025-09-06 17:11] Identified root cause: More connections than expected hitting the server. || [2025-09-06 17:22] Applied mitigation step. || [2025-09-06 17:38] Service returned to healthy state.
e01a957c,SQL server db connection,SQL server db connection,SQL server db connection observed. Possible reason: SQL service not online due to failure.,[2025-10-03 16:28] DBA acknowledged the incident. || [2025-10-03 16:36] Investigated system performance counters. || [2025-10-03 16:53] Checked SQL server error logs. || [2025-10-03 17:05] Identified root cause: SQL service not online due to failure. || [2025-10-03 17:12] Applied mitigation step. || [2025-10-03 17:22] Service returned to healthy state.
56641088,SQL server db connection,SQL server db connection,"SQL server db connection observed. Possible reason: Listener switch-over happened, DB inaccessible for some time.","[2025-10-05 16:28] DBA acknowledged the incident. || [2025-10-05 16:45] Investigated system performance counters. || [2025-10-05 17:03] Checked SQL server error logs. || [2025-10-05 17:12] Identified root cause: Listener switch-over happened, DB inaccessible for some time. || [2025-10-05 17:22] Applied mitigation step. || [2025-10-05 17:28] Service returned to healthy state."
656d8892,SQL server availability group failover,SQL server availability group failover,SQL server availability group failover observed. Possible reason: Cluster service instability.,[2025-09-18 16:28] DBA acknowledged the incident. || [2025-09-18 16:34] Investigated system performance counters. || [2025-09-18 16:50] Checked SQL server error logs. || [2025-09-18 17:00] Identified root cause: Cluster service instability. || [2025-09-18 17:08] Applied mitigation step. || [2025-09-18 17:18] Service returned to healthy state.
ef9fdc48,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: Queries returning too many rows causing overload.,[2025-10-04 16:28] DBA acknowledged the incident. || [2025-10-04 16:37] Investigated system performance counters. || [2025-10-04 16:48] Checked SQL server error logs. || [2025-10-04 17:08] Identified root cause: Queries returning too many rows causing overload. || [2025-10-04 17:22] Applied mitigation step. || [2025-10-04 17:30] Service returned to healthy state.
7709a27e,SQL server memory pressure,SQL server memory pressure,SQL server memory pressure observed. Possible reason: Buffer pool exhaustion due to heavy queries.,[2025-09-16 16:28] DBA acknowledged the incident. || [2025-09-16 16:44] Investigated system performance counters. || [2025-09-16 17:03] Checked SQL server error logs. || [2025-09-16 17:08] Identified root cause: Buffer pool exhaustion due to heavy queries. || [2025-09-16 17:18] Applied mitigation step. || [2025-09-16 17:26] Service returned to healthy state.
acd564ac,SQL server db connection,SQL server db connection,SQL server db connection observed. Possible reason: Target DB not online due to recovery or crash.,[2025-09-27 16:28] DBA acknowledged the incident. || [2025-09-27 16:38] Investigated system performance counters. || [2025-09-27 16:47] Checked SQL server error logs. || [2025-09-27 17:00] Identified root cause: Target DB not online due to recovery or crash. || [2025-09-27 17:05] Applied mitigation step. || [2025-09-27 17:21] Service returned to healthy state.
4d9f532c,SQL server db connection,SQL server db connection,SQL server db connection observed. Possible reason: Target DB not online due to recovery or crash.,[2025-09-22 16:28] DBA acknowledged the incident. || [2025-09-22 16:42] Investigated system performance counters. || [2025-09-22 16:51] Checked SQL server error logs. || [2025-09-22 17:11] Identified root cause: Target DB not online due to recovery or crash. || [2025-09-22 17:17] Applied mitigation step. || [2025-09-22 17:22] Service returned to healthy state.
85ab9b42,SQL server deadlocks,SQL server deadlocks,SQL server deadlocks observed. Possible reason: Batch queries holding locks too long.,[2025-09-12 16:28] DBA acknowledged the incident. || [2025-09-12 16:48] Investigated system performance counters. || [2025-09-12 17:02] Checked SQL server error logs. || [2025-09-12 17:15] Identified root cause: Batch queries holding locks too long. || [2025-09-12 17:35] Applied mitigation step. || [2025-09-12 17:51] Service returned to healthy state.
c50393af,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck observed. Possible reason: Excessive tempdb usage under workload.,[2025-09-16 16:28] DBA acknowledged the incident. || [2025-09-16 16:41] Investigated system performance counters. || [2025-09-16 16:48] Checked SQL server error logs. || [2025-09-16 16:58] Identified root cause: Excessive tempdb usage under workload. || [2025-09-16 17:16] Applied mitigation step. || [2025-09-16 17:35] Service returned to healthy state.
697a99a7,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck observed. Possible reason: Transaction log growth issue filling disk.,[2025-09-22 16:28] DBA acknowledged the incident. || [2025-09-22 16:39] Investigated system performance counters. || [2025-09-22 16:46] Checked SQL server error logs. || [2025-09-22 17:06] Identified root cause: Transaction log growth issue filling disk. || [2025-09-22 17:12] Applied mitigation step. || [2025-09-22 17:29] Service returned to healthy state.
72da3a5b,SQL server memory pressure,SQL server memory pressure,SQL server memory pressure observed. Possible reason: Query execution plans consuming excessive memory.,[2025-09-25 16:28] DBA acknowledged the incident. || [2025-09-25 16:43] Investigated system performance counters. || [2025-09-25 16:50] Checked SQL server error logs. || [2025-09-25 16:59] Identified root cause: Query execution plans consuming excessive memory. || [2025-09-25 17:14] Applied mitigation step. || [2025-09-25 17:28] Service returned to healthy state.
259621b4,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck observed. Possible reason: Underlying storage subsystem is slow.,[2025-09-25 16:28] DBA acknowledged the incident. || [2025-09-25 16:47] Investigated system performance counters. || [2025-09-25 17:03] Checked SQL server error logs. || [2025-09-25 17:21] Identified root cause: Underlying storage subsystem is slow. || [2025-09-25 17:32] Applied mitigation step. || [2025-09-25 17:37] Service returned to healthy state.
b279992e,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck observed. Possible reason: Underlying storage subsystem is slow.,[2025-09-20 16:28] DBA acknowledged the incident. || [2025-09-20 16:38] Investigated system performance counters. || [2025-09-20 16:44] Checked SQL server error logs. || [2025-09-20 17:03] Identified root cause: Underlying storage subsystem is slow. || [2025-09-20 17:16] Applied mitigation step. || [2025-09-20 17:28] Service returned to healthy state.
18172ced,SQL server db connection,SQL server db connection,SQL server db connection observed. Possible reason: Target DB not online due to recovery or crash.,[2025-09-13 16:28] DBA acknowledged the incident. || [2025-09-13 16:34] Investigated system performance counters. || [2025-09-13 16:52] Checked SQL server error logs. || [2025-09-13 17:07] Identified root cause: Target DB not online due to recovery or crash. || [2025-09-13 17:13] Applied mitigation step. || [2025-09-13 17:19] Service returned to healthy state.
9473b962,SQL server memory pressure,SQL server memory pressure,SQL server memory pressure observed. Possible reason: Buffer pool exhaustion due to heavy queries.,[2025-09-21 16:28] DBA acknowledged the incident. || [2025-09-21 16:46] Investigated system performance counters. || [2025-09-21 17:01] Checked SQL server error logs. || [2025-09-21 17:17] Identified root cause: Buffer pool exhaustion due to heavy queries. || [2025-09-21 17:30] Applied mitigation step. || [2025-09-21 17:49] Service returned to healthy state.
eba95fa7,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: A bad or inefficient query running too long.,[2025-09-25 16:28] DBA acknowledged the incident. || [2025-09-25 16:48] Investigated system performance counters. || [2025-09-25 17:00] Checked SQL server error logs. || [2025-09-25 17:18] Identified root cause: A bad or inefficient query running too long. || [2025-09-25 17:33] Applied mitigation step. || [2025-09-25 17:42] Service returned to healthy state.
c4869010,SQL server availability group failover,SQL server availability group failover,SQL server availability group failover observed. Possible reason: Cluster service instability.,[2025-09-28 16:28] DBA acknowledged the incident. || [2025-09-28 16:46] Investigated system performance counters. || [2025-09-28 17:06] Checked SQL server error logs. || [2025-09-28 17:24] Identified root cause: Cluster service instability. || [2025-09-28 17:39] Applied mitigation step. || [2025-09-28 17:57] Service returned to healthy state.
899c19ec,SQL server db connection,SQL server db connection,"SQL server db connection observed. Possible reason: Listener switch-over happened, DB inaccessible for some time.","[2025-09-23 16:28] DBA acknowledged the incident. || [2025-09-23 16:33] Investigated system performance counters. || [2025-09-23 16:53] Checked SQL server error logs. || [2025-09-23 17:08] Identified root cause: Listener switch-over happened, DB inaccessible for some time. || [2025-09-23 17:23] Applied mitigation step. || [2025-09-23 17:28] Service returned to healthy state."
4fa2ff3a,SQL server memory pressure,SQL server memory pressure,SQL server memory pressure observed. Possible reason: Query execution plans consuming excessive memory.,[2025-09-18 16:28] DBA acknowledged the incident. || [2025-09-18 16:39] Investigated system performance counters. || [2025-09-18 16:44] Checked SQL server error logs. || [2025-09-18 16:57] Identified root cause: Query execution plans consuming excessive memory. || [2025-09-18 17:05] Applied mitigation step. || [2025-09-18 17:23] Service returned to healthy state.
749dabb7,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: More connections than expected hitting the server.,[2025-09-08 16:28] DBA acknowledged the incident. || [2025-09-08 16:46] Investigated system performance counters. || [2025-09-08 17:04] Checked SQL server error logs. || [2025-09-08 17:14] Identified root cause: More connections than expected hitting the server. || [2025-09-08 17:25] Applied mitigation step. || [2025-09-08 17:32] Service returned to healthy state.
d9bb6d13,SQL server db connection,SQL server db connection,SQL server db connection observed. Possible reason: Too many sessions blocking on server.,[2025-09-12 16:28] DBA acknowledged the incident. || [2025-09-12 16:44] Investigated system performance counters. || [2025-09-12 16:57] Checked SQL server error logs. || [2025-09-12 17:07] Identified root cause: Too many sessions blocking on server. || [2025-09-12 17:15] Applied mitigation step. || [2025-09-12 17:34] Service returned to healthy state.
f8c1e5e6,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck observed. Possible reason: Transaction log growth issue filling disk.,[2025-09-11 16:28] DBA acknowledged the incident. || [2025-09-11 16:48] Investigated system performance counters. || [2025-09-11 17:08] Checked SQL server error logs. || [2025-09-11 17:24] Identified root cause: Transaction log growth issue filling disk. || [2025-09-11 17:31] Applied mitigation step. || [2025-09-11 17:51] Service returned to healthy state.
1f740064,SQL server memory pressure,SQL server memory pressure,SQL server memory pressure observed. Possible reason: In-Memory OLTP pressure.,[2025-09-14 16:28] DBA acknowledged the incident. || [2025-09-14 16:41] Investigated system performance counters. || [2025-09-14 16:47] Checked SQL server error logs. || [2025-09-14 16:58] Identified root cause: In-Memory OLTP pressure. || [2025-09-14 17:08] Applied mitigation step. || [2025-09-14 17:15] Service returned to healthy state.
4fb07f89,SQL server deadlocks,SQL server deadlocks,SQL server deadlocks observed. Possible reason: Missing indexes causing lock contention.,[2025-09-23 16:28] DBA acknowledged the incident. || [2025-09-23 16:33] Investigated system performance counters. || [2025-09-23 16:38] Checked SQL server error logs. || [2025-09-23 16:50] Identified root cause: Missing indexes causing lock contention. || [2025-09-23 16:59] Applied mitigation step. || [2025-09-23 17:05] Service returned to healthy state.
62a5a2ff,SQL server availability group failover,SQL server availability group failover,SQL server availability group failover observed. Possible reason: Log send queue high delaying synchronization.,[2025-09-20 16:28] DBA acknowledged the incident. || [2025-09-20 16:38] Investigated system performance counters. || [2025-09-20 16:46] Checked SQL server error logs. || [2025-09-20 16:59] Identified root cause: Log send queue high delaying synchronization. || [2025-09-20 17:13] Applied mitigation step. || [2025-09-20 17:26] Service returned to healthy state.
bb5b229a,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: Index/table scan causing server overhead.,[2025-09-18 16:28] DBA acknowledged the incident. || [2025-09-18 16:46] Investigated system performance counters. || [2025-09-18 16:58] Checked SQL server error logs. || [2025-09-18 17:13] Identified root cause: Index/table scan causing server overhead. || [2025-09-18 17:26] Applied mitigation step. || [2025-09-18 17:35] Service returned to healthy state.
0f791fab,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: A bad or inefficient query running too long.,[2025-09-10 16:28] DBA acknowledged the incident. || [2025-09-10 16:39] Investigated system performance counters. || [2025-09-10 16:56] Checked SQL server error logs. || [2025-09-10 17:12] Identified root cause: A bad or inefficient query running too long. || [2025-09-10 17:24] Applied mitigation step. || [2025-09-10 17:44] Service returned to healthy state.
52c8bf50,SQL server memory pressure,SQL server memory pressure,SQL server memory pressure observed. Possible reason: Query execution plans consuming excessive memory.,[2025-10-05 16:28] DBA acknowledged the incident. || [2025-10-05 16:45] Investigated system performance counters. || [2025-10-05 17:05] Checked SQL server error logs. || [2025-10-05 17:11] Identified root cause: Query execution plans consuming excessive memory. || [2025-10-05 17:24] Applied mitigation step. || [2025-10-05 17:29] Service returned to healthy state.
545d5acd,SQL server memory pressure,SQL server memory pressure,SQL server memory pressure observed. Possible reason: Buffer pool exhaustion due to heavy queries.,[2025-09-12 16:28] DBA acknowledged the incident. || [2025-09-12 16:43] Investigated system performance counters. || [2025-09-12 16:59] Checked SQL server error logs. || [2025-09-12 17:17] Identified root cause: Buffer pool exhaustion due to heavy queries. || [2025-09-12 17:35] Applied mitigation step. || [2025-09-12 17:47] Service returned to healthy state.
20aa772e,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck observed. Possible reason: Excessive tempdb usage under workload.,[2025-09-12 16:28] DBA acknowledged the incident. || [2025-09-12 16:38] Investigated system performance counters. || [2025-09-12 16:54] Checked SQL server error logs. || [2025-09-12 16:59] Identified root cause: Excessive tempdb usage under workload. || [2025-09-12 17:14] Applied mitigation step. || [2025-09-12 17:31] Service returned to healthy state.
fb7ca584,SQL server availability group failover,SQL server availability group failover,SQL server availability group failover observed. Possible reason: Log send queue high delaying synchronization.,[2025-09-28 16:28] DBA acknowledged the incident. || [2025-09-28 16:39] Investigated system performance counters. || [2025-09-28 16:49] Checked SQL server error logs. || [2025-09-28 16:59] Identified root cause: Log send queue high delaying synchronization. || [2025-09-28 17:12] Applied mitigation step. || [2025-09-28 17:20] Service returned to healthy state.
cb6fbcd1,SQL server deadlocks,SQL server deadlocks,SQL server deadlocks observed. Possible reason: Missing indexes causing lock contention.,[2025-09-22 16:28] DBA acknowledged the incident. || [2025-09-22 16:35] Investigated system performance counters. || [2025-09-22 16:47] Checked SQL server error logs. || [2025-09-22 17:05] Identified root cause: Missing indexes causing lock contention. || [2025-09-22 17:20] Applied mitigation step. || [2025-09-22 17:38] Service returned to healthy state.
05b0e27d,SQL server deadlocks,SQL server deadlocks,SQL server deadlocks observed. Possible reason: Batch queries holding locks too long.,[2025-09-10 16:28] DBA acknowledged the incident. || [2025-09-10 16:41] Investigated system performance counters. || [2025-09-10 16:57] Checked SQL server error logs. || [2025-09-10 17:17] Identified root cause: Batch queries holding locks too long. || [2025-09-10 17:24] Applied mitigation step. || [2025-09-10 17:43] Service returned to healthy state.
a4cd986e,SQL server deadlocks,SQL server deadlocks,SQL server deadlocks observed. Possible reason: Missing indexes causing lock contention.,[2025-09-11 16:28] DBA acknowledged the incident. || [2025-09-11 16:48] Investigated system performance counters. || [2025-09-11 17:02] Checked SQL server error logs. || [2025-09-11 17:09] Identified root cause: Missing indexes causing lock contention. || [2025-09-11 17:19] Applied mitigation step. || [2025-09-11 17:24] Service returned to healthy state.
bf9d8ad6,SQL server availability group failover,SQL server availability group failover,SQL server availability group failover observed. Possible reason: Log send queue high delaying synchronization.,[2025-09-06 16:28] DBA acknowledged the incident. || [2025-09-06 16:35] Investigated system performance counters. || [2025-09-06 16:49] Checked SQL server error logs. || [2025-09-06 16:58] Identified root cause: Log send queue high delaying synchronization. || [2025-09-06 17:10] Applied mitigation step. || [2025-09-06 17:15] Service returned to healthy state.
583855d0,SQL server availability group failover,SQL server availability group failover,SQL server availability group failover observed. Possible reason: Log send queue high delaying synchronization.,[2025-09-10 16:28] DBA acknowledged the incident. || [2025-09-10 16:38] Investigated system performance counters. || [2025-09-10 16:56] Checked SQL server error logs. || [2025-09-10 17:13] Identified root cause: Log send queue high delaying synchronization. || [2025-09-10 17:32] Applied mitigation step. || [2025-09-10 17:41] Service returned to healthy state.
a2b9377f,SQL server memory pressure,SQL server memory pressure,SQL server memory pressure observed. Possible reason: High concurrent query execution.,[2025-10-02 16:28] DBA acknowledged the incident. || [2025-10-02 16:47] Investigated system performance counters. || [2025-10-02 17:02] Checked SQL server error logs. || [2025-10-02 17:09] Identified root cause: High concurrent query execution. || [2025-10-02 17:15] Applied mitigation step. || [2025-10-02 17:20] Service returned to healthy state.
15efb939,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: Queries returning too many rows causing overload.,[2025-09-24 16:28] DBA acknowledged the incident. || [2025-09-24 16:42] Investigated system performance counters. || [2025-09-24 17:00] Checked SQL server error logs. || [2025-09-24 17:19] Identified root cause: Queries returning too many rows causing overload. || [2025-09-24 17:32] Applied mitigation step. || [2025-09-24 17:37] Service returned to healthy state.
8c4de00c,SQL server memory pressure,SQL server memory pressure,SQL server memory pressure observed. Possible reason: Query execution plans consuming excessive memory.,[2025-09-14 16:28] DBA acknowledged the incident. || [2025-09-14 16:42] Investigated system performance counters. || [2025-09-14 16:47] Checked SQL server error logs. || [2025-09-14 16:55] Identified root cause: Query execution plans consuming excessive memory. || [2025-09-14 17:09] Applied mitigation step. || [2025-09-14 17:15] Service returned to healthy state.
6577f934,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: Index/table scan causing server overhead.,[2025-10-03 16:28] DBA acknowledged the incident. || [2025-10-03 16:34] Investigated system performance counters. || [2025-10-03 16:45] Checked SQL server error logs. || [2025-10-03 17:03] Identified root cause: Index/table scan causing server overhead. || [2025-10-03 17:21] Applied mitigation step. || [2025-10-03 17:37] Service returned to healthy state.
2a519cef,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: A bad or inefficient query running too long.,[2025-09-17 16:28] DBA acknowledged the incident. || [2025-09-17 16:33] Investigated system performance counters. || [2025-09-17 16:51] Checked SQL server error logs. || [2025-09-17 17:01] Identified root cause: A bad or inefficient query running too long. || [2025-09-17 17:19] Applied mitigation step. || [2025-09-17 17:26] Service returned to healthy state.
44b722c9,SQL server availability group failover,SQL server availability group failover,SQL server availability group failover observed. Possible reason: Cluster node heartbeat lost.,[2025-09-13 16:28] DBA acknowledged the incident. || [2025-09-13 16:36] Investigated system performance counters. || [2025-09-13 16:42] Checked SQL server error logs. || [2025-09-13 16:53] Identified root cause: Cluster node heartbeat lost. || [2025-09-13 17:02] Applied mitigation step. || [2025-09-13 17:17] Service returned to healthy state.
4a7d9d15,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck observed. Possible reason: Missing indexes leading to full scans.,[2025-09-22 16:28] DBA acknowledged the incident. || [2025-09-22 16:38] Investigated system performance counters. || [2025-09-22 16:51] Checked SQL server error logs. || [2025-09-22 17:08] Identified root cause: Missing indexes leading to full scans. || [2025-09-22 17:23] Applied mitigation step. || [2025-09-22 17:36] Service returned to healthy state.
3baee68b,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck observed. Possible reason: Transaction log growth issue filling disk.,[2025-09-06 16:28] DBA acknowledged the incident. || [2025-09-06 16:33] Investigated system performance counters. || [2025-09-06 16:51] Checked SQL server error logs. || [2025-09-06 17:06] Identified root cause: Transaction log growth issue filling disk. || [2025-09-06 17:13] Applied mitigation step. || [2025-09-06 17:31] Service returned to healthy state.
a7b20d7d,SQL server memory pressure,SQL server memory pressure,SQL server memory pressure observed. Possible reason: Query execution plans consuming excessive memory.,[2025-10-01 16:28] DBA acknowledged the incident. || [2025-10-01 16:43] Investigated system performance counters. || [2025-10-01 17:02] Checked SQL server error logs. || [2025-10-01 17:16] Identified root cause: Query execution plans consuming excessive memory. || [2025-10-01 17:33] Applied mitigation step. || [2025-10-01 17:42] Service returned to healthy state.
9aef199a,SQL server availability group failover,SQL server availability group failover,SQL server availability group failover observed. Possible reason: Cluster node heartbeat lost.,[2025-09-25 16:28] DBA acknowledged the incident. || [2025-09-25 16:37] Investigated system performance counters. || [2025-09-25 16:50] Checked SQL server error logs. || [2025-09-25 17:05] Identified root cause: Cluster node heartbeat lost. || [2025-09-25 17:10] Applied mitigation step. || [2025-09-25 17:23] Service returned to healthy state.
3026e8e0,SQL server memory pressure,SQL server memory pressure,SQL server memory pressure observed. Possible reason: In-Memory OLTP pressure.,[2025-10-01 16:28] DBA acknowledged the incident. || [2025-10-01 16:34] Investigated system performance counters. || [2025-10-01 16:52] Checked SQL server error logs. || [2025-10-01 17:08] Identified root cause: In-Memory OLTP pressure. || [2025-10-01 17:19] Applied mitigation step. || [2025-10-01 17:25] Service returned to healthy state.
fec19d4a,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck observed. Possible reason: Excessive tempdb usage under workload.,[2025-09-21 16:28] DBA acknowledged the incident. || [2025-09-21 16:41] Investigated system performance counters. || [2025-09-21 17:01] Checked SQL server error logs. || [2025-09-21 17:19] Identified root cause: Excessive tempdb usage under workload. || [2025-09-21 17:35] Applied mitigation step. || [2025-09-21 17:40] Service returned to healthy state.
f5c5c30d,SQL server availability group failover,SQL server availability group failover,SQL server availability group failover observed. Possible reason: Log send queue high delaying synchronization.,[2025-09-23 16:28] DBA acknowledged the incident. || [2025-09-23 16:45] Investigated system performance counters. || [2025-09-23 16:53] Checked SQL server error logs. || [2025-09-23 17:06] Identified root cause: Log send queue high delaying synchronization. || [2025-09-23 17:11] Applied mitigation step. || [2025-09-23 17:25] Service returned to healthy state.
743831d9,SQL server deadlocks,SQL server deadlocks,SQL server deadlocks observed. Possible reason: Batch queries holding locks too long.,[2025-09-06 16:28] DBA acknowledged the incident. || [2025-09-06 16:36] Investigated system performance counters. || [2025-09-06 16:51] Checked SQL server error logs. || [2025-09-06 17:06] Identified root cause: Batch queries holding locks too long. || [2025-09-06 17:24] Applied mitigation step. || [2025-09-06 17:40] Service returned to healthy state.
63c34b9e,SQL server memory pressure,SQL server memory pressure,SQL server memory pressure observed. Possible reason: Buffer pool exhaustion due to heavy queries.,[2025-09-20 16:28] DBA acknowledged the incident. || [2025-09-20 16:42] Investigated system performance counters. || [2025-09-20 16:53] Checked SQL server error logs. || [2025-09-20 17:13] Identified root cause: Buffer pool exhaustion due to heavy queries. || [2025-09-20 17:29] Applied mitigation step. || [2025-09-20 17:41] Service returned to healthy state.
726db805,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: Index/table scan causing server overhead.,[2025-10-01 16:28] DBA acknowledged the incident. || [2025-10-01 16:42] Investigated system performance counters. || [2025-10-01 16:56] Checked SQL server error logs. || [2025-10-01 17:07] Identified root cause: Index/table scan causing server overhead. || [2025-10-01 17:19] Applied mitigation step. || [2025-10-01 17:35] Service returned to healthy state.
adfaede3,SQL server db connection,SQL server db connection,"SQL server db connection observed. Possible reason: The server is low on resources like memory, cpu, io serving etc.","[2025-09-29 16:28] DBA acknowledged the incident. || [2025-09-29 16:41] Investigated system performance counters. || [2025-09-29 16:55] Checked SQL server error logs. || [2025-09-29 17:03] Identified root cause: The server is low on resources like memory, cpu, io serving etc. || [2025-09-29 17:11] Applied mitigation step. || [2025-09-29 17:28] Service returned to healthy state."
9bb63976,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck observed. Possible reason: Missing indexes leading to full scans.,[2025-09-27 16:28] DBA acknowledged the incident. || [2025-09-27 16:37] Investigated system performance counters. || [2025-09-27 16:45] Checked SQL server error logs. || [2025-09-27 17:00] Identified root cause: Missing indexes leading to full scans. || [2025-09-27 17:18] Applied mitigation step. || [2025-09-27 17:38] Service returned to healthy state.
6e0b40c5,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck,SQL server disk I/O bottleneck observed. Possible reason: Excessive tempdb usage under workload.,[2025-09-11 16:28] DBA acknowledged the incident. || [2025-09-11 16:46] Investigated system performance counters. || [2025-09-11 16:55] Checked SQL server error logs. || [2025-09-11 17:07] Identified root cause: Excessive tempdb usage under workload. || [2025-09-11 17:25] Applied mitigation step. || [2025-09-11 17:38] Service returned to healthy state.
2eac96c7,SQL server deadlocks,SQL server deadlocks,SQL server deadlocks observed. Possible reason: Poor transaction isolation levels.,[2025-09-06 16:28] DBA acknowledged the incident. || [2025-09-06 16:44] Investigated system performance counters. || [2025-09-06 16:57] Checked SQL server error logs. || [2025-09-06 17:10] Identified root cause: Poor transaction isolation levels. || [2025-09-06 17:26] Applied mitigation step. || [2025-09-06 17:44] Service returned to healthy state.
ae971a88,SQL server deadlocks,SQL server deadlocks,SQL server deadlocks observed. Possible reason: Batch queries holding locks too long.,[2025-09-14 16:28] DBA acknowledged the incident. || [2025-09-14 16:33] Investigated system performance counters. || [2025-09-14 16:46] Checked SQL server error logs. || [2025-09-14 16:57] Identified root cause: Batch queries holding locks too long. || [2025-09-14 17:10] Applied mitigation step. || [2025-09-14 17:20] Service returned to healthy state.
e83d2624,SQL server availability group failover,SQL server availability group failover,SQL server availability group failover observed. Possible reason: Log send queue high delaying synchronization.,[2025-09-26 16:28] DBA acknowledged the incident. || [2025-09-26 16:40] Investigated system performance counters. || [2025-09-26 16:45] Checked SQL server error logs. || [2025-09-26 16:57] Identified root cause: Log send queue high delaying synchronization. || [2025-09-26 17:09] Applied mitigation step. || [2025-09-26 17:18] Service returned to healthy state.
d5cce4dc,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: Queries returning too many rows causing overload.,[2025-09-06 16:28] DBA acknowledged the incident. || [2025-09-06 16:48] Investigated system performance counters. || [2025-09-06 17:01] Checked SQL server error logs. || [2025-09-06 17:06] Identified root cause: Queries returning too many rows causing overload. || [2025-09-06 17:17] Applied mitigation step. || [2025-09-06 17:26] Service returned to healthy state.
e4e31b6f,SQL server high CPU,SQL server high CPU,SQL server high CPU observed. Possible reason: A bad or inefficient query running too long.,[2025-09-09 16:28] DBA acknowledged the incident. || [2025-09-09 16:43] Investigated system performance counters. || [2025-09-09 17:01] Checked SQL server error logs. || [2025-09-09 17:12] Identified root cause: A bad or inefficient query running too long. || [2025-09-09 17:22] Applied mitigation step. || [2025-09-09 17:40] Service returned to healthy state.
e219494c,SQL server availability group failover,SQL server availability group failover,SQL server availability group failover observed. Possible reason: Log send queue high delaying synchronization.,[2025-09-14 16:28] DBA acknowledged the incident. || [2025-09-14 16:42] Investigated system performance counters. || [2025-09-14 16:59] Checked SQL server error logs. || [2025-09-14 17:06] Identified root cause: Log send queue high delaying synchronization. || [2025-09-14 17:24] Applied mitigation step. || [2025-09-14 17:39] Service returned to healthy state.
db5a4840,SQL server db connection,SQL server db connection,"SQL server db connection observed. Possible reason: Listener switch-over happened, DB inaccessible for some time.","[2025-09-12 16:28] DBA acknowledged the incident. || [2025-09-12 16:44] Investigated system performance counters. || [2025-09-12 16:56] Checked SQL server error logs. || [2025-09-12 17:16] Identified root cause: Listener switch-over happened, DB inaccessible for some time. || [2025-09-12 17:31] Applied mitigation step. || [2025-09-12 17:37] Service returned to healthy state."
833e3d21,SQL server memory pressure,SQL server memory pressure,SQL server memory pressure observed. Possible reason: Buffer pool exhaustion due to heavy queries.,[2025-09-13 16:28] DBA acknowledged the incident. || [2025-09-13 16:45] Investigated system performance counters. || [2025-09-13 16:52] Checked SQL server error logs. || [2025-09-13 17:03] Identified root cause: Buffer pool exhaustion due to heavy queries. || [2025-09-13 17:21] Applied mitigation step. || [2025-09-13 17:27] Service returned to healthy state.
